filename,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp,label
BarrySchwartz_2010S._152.wav,36.08667,0.04471275,35.01261,36.16072,37.16605,2.153442,49.08384,50.26065,24.89561,17.85572,0.9100924,0.5122814,0.4790691,0.8487603,1.355321,0.8762521,11.75884,5.384375,10.04217,3.959414,0.4532179,0.7333849,28.75768,0.5865484,13.74876,0.9572486,-4.724702,-4.013472,-15.54033,-1.35836,0.03310713,1.725906,0.7438347,1.00077,10.15304,0.3031451,8.836501,1.223277,31.20356,0.3162369,625.3828,0.2872189,1476.443,0.1083393,-39.85525,-1.724682,1576.263,0.1703327,1115.544,0.2213353,-49.41822,-1.202784,2634.634,0.06280287,944.4626,0.3311268,-53.59217,-1.079978,-19.27736,-0.4988472,29.16074,0.3610139,0.07195856,0.3005261,-0.03191875,-0.5263277,0.4968864,0.6870371,31.30426,0.3608938,11.68651,1.109776,-4.908991,-4.023117,-18.11169,-1.193709,-9.902399,14.93624,0.03245411,-0.02138196,0.2820592,4.803493,1.793722,0.4675,0.1237689,0.09,0.03741657,-18.44138,1.0
AdoraSvitak_2010._53.wav,38.17407,0.08294787,35.57705,38.25632,40.68904,5.111984,152.7152,191.8061,29.41479,21.59088,1.023258,0.4822132,0.550845,0.9897649,1.476846,0.9260008,11.96069,5.612505,9.429644,4.362699,0.499225,0.681614,19.35818,0.8706952,-2.261416,-7.282043,6.642421,2.755776,-12.63128,-1.415312,0.03226577,3.362599,0.7893664,0.9222757,10.45431,0.2897367,10.63536,0.8802205,19.58026,0.602087,655.7222,0.2880116,1412.636,0.1639402,-97.76485,-0.9322789,1634.373,0.151266,1041.659,0.2727728,-91.87649,-0.9437647,2577.258,0.09232742,938.0317,0.2416275,-93.58909,-0.9101315,-12.36031,-0.7011292,22.4868,0.4153953,0.05421537,0.4690366,-0.01956776,-0.852737,0.5723738,0.5748568,26.7632,0.454693,-4.348609,-4.168532,3.88253,5.223786,-18.99778,-0.9712281,-2.50998,9.593935,0.01582633,-0.005414758,0.4021773,5.366726,2.712477,0.2086667,0.1265368,0.14,0.09973298,-18.90339,2.0
EmilyOster_2007._6.wav,34.11234,0.09162116,31.81496,33.45715,36.81169,4.996727,121.1909,119.7427,30.21356,36.715,1.011425,0.6139579,0.4472815,0.8515984,1.595261,1.147979,19.01162,9.469264,13.5608,7.436845,0.4880183,0.8706388,16.34954,0.7004145,-9.818892,-1.481827,12.76292,1.254431,-8.226998,-1.718399,0.02858859,1.069786,1.348554,0.768071,5.235966,0.567257,6.240321,1.406759,12.95669,0.5646684,788.472,0.2128773,1400.613,0.1625708,-104.0037,-0.8727278,1722.31,0.1183859,1081.663,0.2858553,-103.6458,-0.8557408,2556.804,0.08266725,1052.307,0.3144503,-103.1658,-0.8635731,-5.095459,-0.9489651,12.24119,0.5623687,0.05338472,0.3779003,-0.01549635,-0.869017,0.6712776,0.5815732,21.0854,0.4894517,-12.22073,-1.151144,13.69456,1.326478,-13.52644,-1.114975,-1.434089,7.873824,0.02434932,-0.0007629567,0.3055035,4.926109,3.97351,0.11875,0.08278046,0.1129167,0.1079151,-21.1447,2.0
AlGore_2006._3.wav,24.51053,0.1594561,21.9136,23.90194,26.97051,5.056915,63.36474,97.31748,39.47876,77.49081,0.8636023,0.6589858,0.3005335,0.779366,1.430472,1.129939,12.503,7.877406,9.92695,6.946619,0.33021,0.8137776,22.80514,0.6371887,-4.829766,-3.031862,18.73779,0.8525185,-5.229131,-3.222744,0.02918246,1.222478,1.139844,1.035196,4.152731,0.6586412,1.644423,3.723301,15.40726,0.4949606,626.6971,0.4006932,1330.876,0.1938564,-100.5033,-0.9635894,1622.017,0.1891246,1081.115,0.3457122,-103.5557,-0.8914936,2530.738,0.09680231,996.4286,0.3814654,-104.3676,-0.8766454,-10.19662,-0.6825867,17.41722,0.3540083,0.0322208,0.8012159,-0.01840135,-1.212844,0.4681701,0.5274356,32.83705,0.205122,-9.736087,-1.556882,24.81835,0.6819124,-11.09767,-1.795547,-4.051402,10.65219,0.01678445,0.004820295,0.1852537,3.544883,1.892202,0.2606061,0.265512,0.2472727,0.272422,-21.57363,1.0
CaryFowler_2009G._5.wav,26.21559,0.09710441,23.45349,26.50657,28.73489,5.281397,91.11868,80.04037,13.01159,7.625936,0.9862984,0.3428254,0.6766015,0.9589408,1.292247,0.6156451,10.72692,4.731713,7.86206,4.305596,0.3771895,0.5722176,7.609767,1.657955,11.1581,0.9640782,13.55594,1.052763,4.386234,2.059298,0.02175891,0.8845815,1.444521,0.8485421,5.756356,0.39956,12.41446,0.5228003,24.74396,0.253852,588.1164,0.3868609,1419.429,0.1423988,-119.0744,-0.7775987,1559.962,0.122067,1019.217,0.2675111,-122.5814,-0.7125718,2534.422,0.0623025,930.5265,0.2685145,-123.718,-0.6962473,-11.44797,-0.5032927,20.81088,0.2420119,0.02286837,0.7204616,-0.006991202,-1.304112,0.5040407,0.4379461,18.69446,0.3597396,11.90509,0.8804631,16.68464,1.189162,6.107814,1.807761,-1.272772,7.966872,0.005581629,0.00644992,0.2788691,6.09319,2.554744,0.1557143,0.1119767,0.1875,0.1228566,-21.5448,1.0
AimeeMullins_2009U._1.wav,35.51445,0.1100407,32.60683,34.29323,38.33652,5.729687,69.17659,110.041,47.51905,64.64983,0.6294636,0.7813641,0.2122126,0.5007542,1.026185,0.8139719,12.43615,7.791332,7.633244,6.063138,0.2509815,1.30588,25.84626,0.5338486,-8.868215,-1.630603,10.15246,1.322496,-10.83791,-1.388841,0.02498487,1.31287,1.054528,0.8718219,8.317126,0.397576,4.34654,1.917496,17.32222,0.5127977,648.5311,0.2433255,1444.339,0.1439056,-83.32595,-1.11701,1608.574,0.116813,1082.285,0.2249961,-85.43407,-1.034343,2511.822,0.07597534,1031.954,0.3083563,-88.67228,-0.9658352,-9.924267,-0.6476869,18.44717,0.4662906,0.07257731,0.2425938,-0.02105756,-0.5778819,0.3550269,1.015864,32.42527,0.3119044,-13.56074,-1.025309,11.78697,1.268691,-15.4366,-1.006497,-5.545326,12.76811,0.0509585,-0.004724775,0.08890902,3.198887,2.244039,0.26375,0.1731645,0.172,0.1835647,-23.83683,1.0
EdwardBurtynsky_2005._139.wav,28.65751,0.0925241,26.33782,28.46609,30.79161,4.453796,143.3223,160.9394,23.12578,13.01464,0.6947299,0.5572135,0.3352275,0.6527324,0.9477507,0.6125232,7.94983,3.939425,7.014755,4.500025,0.2901439,0.714255,24.54716,0.6017443,2.889557,4.25985,14.78992,0.9076642,0.1632668,77.81966,0.03015161,0.9102338,1.143343,0.8595481,6.37802,0.3556021,6.438879,1.145542,24.92173,0.3173029,539.4268,0.3392455,1433.987,0.1398484,-83.36077,-1.099991,1480.346,0.1186952,1120.547,0.2797661,-88.68561,-0.9643697,2406.93,0.07032629,909.5355,0.309931,-92.43891,-0.8927482,-14.35661,-0.444272,24.46944,0.2807414,0.03978241,0.5655079,-0.01257097,-1.087845,0.3628701,0.5592065,31.85476,0.2807731,2.032837,6.549564,18.25686,0.7290699,-0.7693704,-18.30113,-5.795841,14.0859,0.02204792,0.002628514,0.1781088,4.265792,2.802968,0.2076471,0.1387138,0.1412903,0.1801745,-23.16155,1.0
EvaVertes_2005._99.wav,40.49514,0.1006686,36.90464,40.50526,44.32077,7.416122,83.88871,111.6347,100.5523,279.5449,0.9030172,0.6373066,0.3653393,0.7719248,1.464224,1.098884,14.66053,9.121577,11.11338,6.540155,0.4097458,0.887056,12.30702,1.149462,-11.77751,-1.682367,0.5593604,31.03094,-23.98411,-0.9882974,0.02766526,1.098054,1.019061,0.9015897,7.76887,0.5359563,5.819302,1.786781,14.9467,0.754361,802.0699,0.1851577,1371.589,0.1709796,-93.20518,-1.014177,1716.787,0.1045342,1076.843,0.2371414,-91.75194,-0.9768276,2633.936,0.06710368,1003.524,0.2761869,-93.72695,-0.9368938,-5.155211,-1.48739,15.32415,0.5945459,0.06921236,0.3339205,-0.01012133,-1.698026,0.5818419,0.6113365,16.88008,0.7303551,-18.64676,-1.096161,0.4466103,44.62811,-34.91559,-0.6293976,-0.8578323,8.182154,0.04050811,-0.0007261544,0.1754355,4.101723,2.965404,0.1841667,0.1444218,0.1448485,0.1695113,-22.30266,2.0
BarrySchwartz_2009._139.wav,32.13152,0.1080668,29.36409,32.762,34.56212,5.198029,174.2942,266.6492,20.53976,10.87256,0.8333074,0.6629081,0.285947,0.7446971,1.320704,1.034757,13.52008,6.673373,10.46287,6.897768,0.3687661,0.8944975,22.36082,0.7494566,6.680167,2.20276,8.282875,2.0949,-5.014854,-3.359601,0.02153186,1.017055,0.9681319,1.068567,7.573977,0.3888286,6.162883,1.262567,23.59889,0.3730511,571.2906,0.297322,1464.684,0.1228956,-82.02154,-1.105894,1498.75,0.1346142,1109.65,0.2802463,-84.66128,-1.008568,2452.475,0.0836168,867.2159,0.3092727,-89.0133,-0.9191031,-12.25336,-0.6318015,23.21685,0.3835279,0.04573027,0.5871764,-0.01913002,-0.9183685,0.4753411,0.7287205,29.97734,0.3895762,2.734028,5.414874,6.442249,3.144882,-9.100542,-2.075491,-6.643091,14.05816,0.01107215,-0.003827051,0.1940917,4.07785,3.168686,0.1873529,0.1460119,0.1177419,0.08946832,-20.78246,2.0
AlexisOhanian_2009I._8.wav,23.90337,0.08314175,22.3672,23.9649,25.20247,2.835274,158.7223,138.8772,17.07726,11.08446,0.4464173,0.7003385,0.1970295,0.3704415,0.6561936,0.459164,7.051086,4.671926,4.931416,4.565391,0.1412895,0.9351434,15.05626,1.105171,-0.6428432,-23.11315,13.11966,1.172856,11.27393,1.161391,0.02327482,0.8197407,1.617885,0.7707692,4.37502,0.6559443,11.09322,0.5960466,23.88008,0.4193066,710.336,0.3124784,1429.199,0.1988778,-105.9909,-0.8471929,1640.543,0.1540084,1179.564,0.2720327,-107.6146,-0.807782,2516.844,0.0895402,1029.891,0.3187322,-109.3008,-0.7803757,-10.52775,-0.7238663,20.51376,0.349077,0.0175142,0.954603,-0.004978623,-4.257613,0.1633255,0.8294117,25.23676,0.420707,3.602136,3.4534,11.52701,1.414831,9.412886,1.60497,0.9317233,9.237212,0.01391491,0.01841451,0.1197673,4.328018,3.686636,0.12625,0.1151561,0.125,0.09746794,-29.522,1.0
